inspection_id,inspection_date,region,application,voltage_class,installation_year,cable_age_years,cable_length_km,rated_voltage_kV,soil_corrosivity_index,ambient_temp_C,humidity_percent,load_factor,overload_events_last_year,fault_history_count,maintenance_score,months_since_maintenance,partial_discharge_pC,insulation_resistance_MOhm,tan_delta,health_index,risk_level,replacement_urgency_years,xlpe_demand_tons
INS-00128,2025-12-08,Egypt,Renewable Energy,LV (<1kV),1982,43,4.79,0.4,0.702,31.2,32.4,0.788,0,4,0.725,31,49.85,1349.0,0.01445,0.0,Critical,0.5,3.77
INS-00129,2023-01-03,Egypt,Construction/Building,MV (1-35kV),2005,20,4.46,11.0,0.742,28.4,46.5,0.766,0,2,0.963,21,17.9,4199.0,0.00569,67.2,Medium,15.0,3.34
INS-00130,2025-06-04,Egypt,Construction/Building,HV (35-150kV),2002,23,2.46,66.0,0.73,33.4,21.2,0.91,1,4,0.617,18,21.78,3054.0,0.00976,35.9,High,8.1,5.39
INS-00131,2023-06-20,Egypt,Telecommunications,EHV (>150kV),1999,26,4.8,220.0,0.776,32.1,45.2,0.786,0,4,0.723,24,33.38,3464.0,0.01134,31.8,High,6.7,20.5
INS-00132,2024-08-23,Egypt,Telecommunications,LV (<1kV),2000,25,1.68,0.4,0.747,33.6,43.5,0.763,0,2,0.536,27,17.81,3159.0,0.00862,48.2,High,10.1,0.89
INS-00133,2024-12-09,Egypt,Renewable Energy,LV (<1kV),2009,16,0.26,0.4,0.832,29.6,38.3,0.928,3,4,0.434,11,21.44,4111.0,0.00711,41.3,High,7.1,0.16
INS-00134,2023-09-28,Egypt,Industrial,MV (1-35kV),1997,28,2.19,11.0,0.793,27.6,42.8,0.739,2,5,0.762,28,26.66,2435.0,0.01299,16.3,Critical,3.2,2.93
INS-00135,2024-11-30,Egypt,Industrial,HV (35-150kV),2004,21,1.73,66.0,0.803,35.2,52.4,0.755,1,1,0.713,5,22.43,2528.0,0.00862,51.6,Medium,10.1,3.44
INS-00136,2024-12-02,Egypt,Construction/Building,MV (1-35kV),1996,29,3.64,11.0,0.642,27.1,44.7,0.828,1,2,0.487,13,38.39,1984.0,0.00812,24.8,Critical,5.6,4.44
INS-00137,2024-03-11,Egypt,Industrial,LV (<1kV),2009,16,1.92,0.4,0.773,37.3,27.8,0.79,0,1,0.684,9,17.83,3320.0,0.00296,69.5,Medium,13.6,0.84
INS-00138,2023-09-02,Egypt,Power Transmission (HV),LV (<1kV),2006,19,30.2,0.4,0.771,34.8,32.9,0.832,1,1,0.619,29,16.67,3529.0,0.00534,62.4,Medium,9.8,16.27
INS-00139,2025-06-20,Egypt,Renewable Energy,MV (1-35kV),2000,25,2.23,11.0,0.778,20.6,49.9,0.979,2,2,0.142,33,29.28,2980.0,0.00877,29.2,Critical,5.0,2.79
INS-00140,2024-03-26,Egypt,Power Transmission (HV),MV (1-35kV),2012,13,29.33,11.0,0.522,26.7,34.6,0.845,4,3,0.651,8,24.65,4692.0,0.00523,55.5,Medium,8.7,31.24
INS-00141,2023-10-16,Egypt,Renewable Energy,LV (<1kV),2015,10,0.2,0.4,0.768,23.9,40.7,0.918,3,0,0.629,19,4.15,4551.0,0.0025,85.2,Low,14.7,0.08
INS-00142,2025-10-15,Egypt,Telecommunications,HV (35-150kV),2015,10,3.69,66.0,0.726,28.2,49.7,0.984,4,2,0.708,5,12.11,4716.0,0.00371,70.0,Low,14.7,5.65
INS-00143,2024-07-13,Egypt,Industrial,LV (<1kV),2000,25,1.51,0.4,0.945,31.0,45.7,0.778,0,2,0.677,19,31.73,3828.0,0.00919,44.4,High,8.7,0.86
INS-00144,2023-02-15,Egypt,Construction/Building,MV (1-35kV),1995,30,1.43,11.0,0.802,31.4,50.5,0.884,1,3,0.42,19,36.37,2565.0,0.0105,18.7,Critical,4.2,1.84
INS-00145,2023-02-08,Egypt,Construction/Building,LV (<1kV),1999,26,0.14,0.4,0.598,25.7,43.6,0.882,1,2,0.678,28,32.86,3945.0,0.00901,43.8,High,9.9,0.08
INS-00146,2025-05-19,Egypt,Power Transmission (HV),HV (35-150kV),2012,13,7.25,66.0,0.603,20.6,49.6,0.715,0,1,0.609,13,16.77,4031.0,0.00593,76.3,Low,12.0,13.05
INS-00147,2025-04-01,Egypt,Construction/Building,LV (<1kV),1996,29,3.88,0.4,0.789,23.1,41.6,0.79,3,6,0.811,15,35.69,2210.0,0.01211,2.6,Critical,0.6,3.04
INS-00148,2023-02-21,Egypt,Renewable Energy,LV (<1kV),2003,22,1.48,0.4,0.774,29.2,45.4,0.75,2,4,0.634,23,32.15,3916.0,0.00853,33.6,High,5.8,0.96
INS-00149,2024-02-18,Egypt,Construction/Building,EHV (>150kV),2003,22,4.77,220.0,0.713,24.3,31.4,0.921,1,2,0.651,22,29.32,3588.0,0.00708,48.0,High,10.8,16.79
INS-00150,2023-04-25,Egypt,Power Transmission (HV),LV (<1kV),1996,29,18.32,0.4,0.468,24.7,37.3,0.998,3,4,0.886,14,28.44,3489.0,0.00992,28.1,Critical,4.4,12.51
INS-00151,2023-07-24,Egypt,Renewable Energy,MV (1-35kV),2003,22,0.92,11.0,0.547,25.9,36.0,0.97,5,2,0.532,34,28.36,3377.0,0.00795,34.8,High,6.0,1.1
INS-00152,2025-08-19,Egypt,Power Transmission (HV),MV (1-35kV),1984,41,46.99,11.0,0.735,29.8,34.8,0.853,7,8,0.61,7,57.38,1303.0,0.017,0.0,Critical,0.5,69.31
INS-00153,2023-01-03,Egypt,Industrial,LV (<1kV),2007,18,2.0,0.4,0.447,28.6,54.4,0.9,0,1,0.657,2,17.3,3997.0,0.00553,72.4,Low,14.1,0.85
INS-00154,2025-03-17,Egypt,Construction/Building,HV (35-150kV),2009,16,3.08,66.0,0.611,37.3,40.5,0.837,2,3,0.666,9,17.25,4778.0,0.00761,60.1,Medium,13.5,5.08
INS-00155,2025-01-03,Egypt,Industrial,MV (1-35kV),1994,31,3.14,11.0,0.777,26.4,50.3,0.865,6,3,0.632,16,29.33,2260.0,0.00944,8.4,Critical,1.6,4.46
INS-00156,2025-07-11,Egypt,Renewable Energy,HV (35-150kV),2010,15,3.75,66.0,0.908,37.1,43.3,0.742,0,3,0.848,1,21.16,4843.0,0.00711,65.7,Medium,11.3,7.01
INS-00157,2024-11-20,Egypt,Telecommunications,HV (35-150kV),2017,8,3.91,66.0,0.762,26.5,50.8,0.876,2,0,0.569,6,10.39,4446.0,0.00305,85.8,Low,15.0,5.86
INS-00158,2025-10-08,Egypt,Construction/Building,MV (1-35kV),1994,31,1.09,11.0,0.873,30.5,64.0,0.778,0,9,1.0,16,40.92,2575.0,0.01596,0.0,Critical,0.5,1.61
INS-00159,2025-06-19,Egypt,Renewable Energy,MV (1-35kV),2005,20,1.24,11.0,0.696,36.7,51.3,0.957,6,2,0.953,19,15.9,4484.0,0.00839,50.6,Medium,8.7,1.32
INS-00160,2025-04-18,Egypt,Industrial,MV (1-35kV),2017,8,2.52,11.0,0.688,35.6,45.1,0.922,4,2,0.677,10,10.9,5497.0,0.00495,76.2,Low,14.9,1.9
INS-00161,2023-03-31,Egypt,Renewable Energy,LV (<1kV),2014,11,2.94,0.4,0.737,33.2,44.3,0.867,0,0,0.59,15,9.98,4573.0,0.00324,89.5,Low,15.0,1.18
INS-00162,2025-12-04,Egypt,Construction/Building,HV (35-150kV),1999,26,2.96,66.0,0.744,35.2,46.7,0.82,0,2,0.675,20,24.52,2657.0,0.00882,43.1,High,9.7,6.01
INS-00163,2023-12-30,Egypt,Power Transmission (HV),EHV (>150kV),1993,32,6.35,220.0,0.65,31.3,53.2,0.847,1,1,0.718,12,28.13,2988.0,0.00773,39.9,High,6.3,27.59
INS-00164,2023-02-05,Egypt,Power Distribution (MV),LV (<1kV),2005,20,4.96,0.4,0.651,28.6,42.4,0.826,4,2,0.577,28,19.47,4336.0,0.00586,50.2,Medium,9.0,2.78
INS-00165,2023-04-16,Egypt,Power Distribution (MV),MV (1-35kV),1998,27,8.71,11.0,0.644,20.4,43.5,0.985,1,2,0.692,23,25.27,2794.0,0.00932,40.2,High,7.2,9.93
INS-00166,2025-01-30,Egypt,Telecommunications,MV (1-35kV),2008,17,2.35,11.0,0.754,38.2,56.3,0.918,3,3,0.905,12,18.17,4792.0,0.00734,57.8,Medium,12.1,2.1
INS-00167,2024-12-20,Egypt,Renewable Energy,MV (1-35kV),2006,19,2.62,11.0,0.805,30.2,58.4,0.859,5,0,0.909,28,12.27,3877.0,0.00223,64.9,Medium,11.2,2.46
INS-00168,2024-06-08,Egypt,Construction/Building,MV (1-35kV),2006,19,2.93,11.0,0.496,34.7,38.1,0.93,4,2,0.67,20,11.15,3483.0,0.00591,54.2,Medium,12.2,2.61
INS-00169,2025-07-01,Egypt,Power Transmission (HV),MV (1-35kV),1992,33,38.76,11.0,0.866,29.3,33.2,0.779,0,2,0.611,8,35.0,3037.0,0.01097,28.1,Critical,4.4,49.61
INS-00170,2025-01-08,Egypt,Construction/Building,EHV (>150kV),1998,27,3.87,220.0,0.817,28.2,39.0,0.739,0,4,0.658,9,29.45,2946.0,0.01069,29.0,Critical,6.5,16.67
INS-00171,2024-09-05,Egypt,Renewable Energy,HV (35-150kV),2010,15,0.65,66.0,0.769,22.4,52.5,0.808,3,1,0.48,29,16.21,4003.0,0.0048,62.0,Medium,10.7,1.25
INS-00172,2023-10-20,Egypt,Telecommunications,HV (35-150kV),1998,27,2.21,66.0,0.675,27.7,28.3,0.784,0,1,0.831,6,29.8,2747.0,0.00855,47.9,High,10.1,4.4
INS-00173,2025-06-18,Egypt,Power Distribution (MV),EHV (>150kV),2001,24,3.73,220.0,0.753,39.7,40.2,0.644,0,2,0.737,28,18.73,2814.0,0.00733,50.8,Medium,9.1,14.29
INS-00174,2024-04-08,Egypt,Construction/Building,LV (<1kV),2014,11,0.55,0.4,0.732,24.3,45.9,0.551,0,1,0.774,10,13.14,4250.0,0.00333,84.1,Low,15.0,0.22
INS-00175,2025-06-02,Egypt,Power Transmission (HV),MV (1-35kV),2005,20,23.5,11.0,0.848,34.7,42.6,0.964,1,1,0.484,25,20.29,3588.0,0.00594,56.6,Medium,8.9,24.79
INS-00176,2023-07-11,Egypt,Construction/Building,MV (1-35kV),2015,10,4.75,11.0,0.742,26.8,56.5,1.0,2,0,0.656,21,5.15,4618.0,0.00427,87.8,Low,15.0,3.56
INS-00177,2025-08-17,Egypt,Power Transmission (HV),EHV (>150kV),2005,20,8.72,220.0,0.786,34.1,37.8,0.777,0,3,0.613,30,22.05,3858.0,0.00829,51.5,Medium,8.1,35.01
INS-00178,2024-10-18,Egypt,Telecommunications,LV (<1kV),2000,25,2.18,0.4,0.63,33.8,45.2,0.803,2,3,0.577,17,30.33,2723.0,0.00836,30.6,High,6.4,1.37
INS-00179,2025-09-12,Egypt,Telecommunications,HV (35-150kV),2007,18,1.18,66.0,0.804,36.0,40.4,0.809,2,0,0.823,22,10.46,3602.0,0.00524,71.9,Low,15.0,1.77
INS-00180,2024-03-07,Egypt,Renewable Energy,LV (<1kV),2002,23,3.31,0.4,0.546,35.5,37.8,0.774,0,1,0.805,20,25.08,2599.0,0.00774,55.6,Medium,9.6,1.8
INS-00181,2025-01-27,Egypt,Telecommunications,MV (1-35kV),2005,20,1.35,11.0,0.671,28.6,37.2,1.0,1,1,0.521,16,12.79,3440.0,0.00615,61.8,Medium,13.0,1.15
INS-00182,2024-03-28,Egypt,Industrial,LV (<1kV),1995,30,1.63,0.4,0.474,26.7,33.5,0.752,0,1,0.577,34,32.98,2790.0,0.00827,41.2,High,8.0,0.96
INS-00183,2025-04-28,Egypt,Telecommunications,EHV (>150kV),2007,18,1.33,220.0,0.673,29.7,57.2,0.655,0,1,0.672,3,18.38,4310.0,0.00453,71.8,Low,15.0,3.66
INS-00184,2025-12-06,Egypt,Power Transmission (HV),LV (<1kV),1993,32,43.57,0.4,0.676,36.4,41.9,0.753,1,4,0.505,10,34.43,1961.0,0.01197,11.0,Critical,1.7,32.88
INS-00185,2023-05-01,Egypt,Power Transmission (HV),LV (<1kV),1996,29,12.69,0.4,0.699,37.5,40.2,0.766,0,3,0.616,11,25.64,2499.0,0.00883,32.7,High,5.2,8.39
INS-00186,2023-03-13,Egypt,Power Distribution (MV),EHV (>150kV),2012,13,2.53,220.0,0.684,29.9,49.3,0.917,3,1,0.632,26,12.16,4726.0,0.00358,73.8,Low,13.3,7.75
INS-00187,2025-07-14,Egypt,Construction/Building,LV (<1kV),2006,19,0.56,0.4,0.778,24.2,41.9,0.78,0,0,0.49,26,14.75,3133.0,0.00564,67.2,Medium,15.0,0.22
INS-00188,2023-10-08,Egypt,Construction/Building,HV (35-150kV),2007,18,0.35,66.0,0.409,28.1,34.6,0.687,0,0,0.849,27,12.47,4255.0,0.00547,84.4,Low,15.0,0.52
INS-00189,2024-03-16,Egypt,Construction/Building,LV (<1kV),2011,14,0.94,0.4,0.565,31.6,57.1,0.958,2,1,0.563,9,11.22,3446.0,0.00556,68.8,Medium,15.0,0.38
INS-00190,2023-10-15,Egypt,Renewable Energy,MV (1-35kV),2014,11,4.14,11.0,0.59,28.3,37.2,0.983,2,1,0.741,21,14.97,4361.0,0.00491,77.9,Low,13.4,3.44
INS-00191,2024-06-14,Egypt,Power Distribution (MV),MV (1-35kV),2015,10,6.82,11.0,0.877,41.1,45.1,0.844,1,0,0.593,7,10.39,3992.0,0.00359,83.1,Low,15.0,5.12
INS-00192,2023-01-12,Egypt,Power Distribution (MV),LV (<1kV),2007,18,1.39,0.4,0.599,28.3,44.7,0.813,3,1,0.596,27,15.07,3433.0,0.00685,58.6,Medium,10.5,0.72
INS-00193,2023-02-05,Egypt,Power Transmission (HV),MV (1-35kV),2007,18,41.3,11.0,0.497,29.7,57.3,0.919,4,2,0.816,24,20.82,3074.0,0.00698,50.1,Medium,7.9,45.64
INS-00194,2024-01-31,Egypt,Telecommunications,LV (<1kV),2001,24,2.67,0.4,0.76,31.5,51.4,0.956,3,1,0.828,14,26.1,3246.0,0.00673,46.8,High,9.8,1.44
INS-00195,2025-07-24,Egypt,Construction/Building,LV (<1kV),1993,32,0.72,0.4,0.575,29.6,13.1,0.918,2,1,0.603,35,21.08,2376.0,0.00842,36.0,High,8.1,0.42
INS-00196,2024-06-11,Egypt,Telecommunications,EHV (>150kV),2006,19,2.87,220.0,0.614,30.2,23.5,0.938,2,0,0.556,11,13.2,3331.0,0.00462,66.1,Medium,13.9,8.47
INS-00197,2025-12-02,Egypt,Power Transmission (HV),MV (1-35kV),2008,17,35.26,11.0,0.801,24.2,56.4,0.884,0,5,0.509,27,22.6,3973.0,0.01149,42.0,High,6.6,41.25
INS-00198,2025-06-20,Egypt,Industrial,LV (<1kV),2012,13,2.8,0.4,0.519,31.0,34.4,0.754,1,3,0.639,11,17.19,4338.0,0.00601,65.9,Medium,12.9,1.28
INS-00199,2024-03-04,Egypt,Power Distribution (MV),LV (<1kV),2011,14,9.78,0.4,0.592,24.5,46.4,0.951,3,3,0.762,4,24.71,4057.0,0.00454,55.4,Medium,10.0,5.22
INS-00200,2023-12-24,Egypt,Power Distribution (MV),MV (1-35kV),2014,11,9.71,11.0,0.641,29.2,45.8,0.637,0,2,0.477,15,6.59,4431.0,0.00517,78.8,Low,14.2,7.67
INS-00201,2025-07-08,Egypt,Construction/Building,MV (1-35kV),1990,35,0.4,11.0,0.588,32.0,46.3,0.842,3,2,0.471,17,41.8,2831.0,0.00923,13.8,Critical,3.1,0.54
INS-00202,2023-08-10,Egypt,Industrial,LV (<1kV),2006,19,2.7,0.4,0.788,38.5,42.3,0.821,4,2,0.435,22,21.91,4657.0,0.0064,48.0,High,9.4,1.48
INS-00203,2023-06-21,Egypt,Telecommunications,LV (<1kV),2016,9,4.39,0.4,0.599,32.2,19.7,0.918,4,1,0.669,29,5.14,4448.0,0.00579,78.0,Low,15.0,1.76
INS-00204,2023-08-12,Egypt,Construction/Building,LV (<1kV),2011,14,1.03,0.4,0.862,28.7,42.4,0.714,0,1,0.641,21,16.45,4352.0,0.0047,75.4,Low,15.0,0.41
INS-00205,2024-09-14,Egypt,Power Transmission (HV),LV (<1kV),1998,27,41.88,0.4,0.572,32.5,50.6,0.929,2,0,0.574,3,18.28,2853.0,0.00586,51.7,Medium,8.1,24.46
INS-00206,2025-10-13,Egypt,Construction/Building,MV (1-35kV),2005,20,2.47,11.0,0.809,28.1,45.2,0.733,0,0,0.904,9,21.44,4173.0,0.00507,74.1,Low,15.0,1.85
INS-00207,2023-04-21,Egypt,Power Distribution (MV),EHV (>150kV),2024,1,8.5,220.0,0.835,27.7,42.8,0.841,0,0,0.638,23,4.31,4087.0,0.00235,100.0,Low,15.0,23.38
INS-00208,2023-06-24,Egypt,Power Transmission (HV),MV (1-35kV),1991,34,6.08,11.0,0.599,27.4,60.3,0.916,1,1,0.724,2,25.28,2238.0,0.00901,35.1,High,5.5,7.45
INS-00209,2025-06-09,Egypt,Industrial,HV (35-150kV),2011,14,1.69,66.0,0.569,30.6,45.5,0.842,3,0,0.914,12,4.29,5309.0,0.005,89.1,Low,15.0,2.54
INS-00210,2025-07-27,Egypt,Renewable Energy,HV (35-150kV),2001,24,0.39,66.0,0.62,32.1,57.8,0.628,0,2,0.505,8,33.29,3959.0,0.00663,47.4,High,8.2,0.85
INS-00211,2023-12-09,Egypt,Telecommunications,MV (1-35kV),1997,28,2.92,11.0,0.866,29.5,32.6,1.0,2,3,0.889,9,24.78,3978.0,0.00966,37.7,High,7.9,3.23
INS-00212,2023-12-10,Egypt,Renewable Energy,LV (<1kV),2016,9,2.15,0.4,0.735,42.6,26.6,0.847,1,2,0.516,18,12.73,3984.0,0.00618,72.1,Low,12.4,1.01
INS-00213,2025-05-22,Egypt,Renewable Energy,LV (<1kV),1995,30,2.52,0.4,0.705,31.1,35.2,0.952,3,2,0.428,18,33.33,1758.0,0.00744,17.8,Critical,3.1,1.81
INS-00214,2025-02-10,Egypt,Industrial,LV (<1kV),1987,38,0.94,0.4,0.551,30.5,37.8,0.694,1,4,0.996,18,30.05,2711.0,0.01267,18.0,Critical,3.5,0.66
INS-00215,2025-11-02,Egypt,Construction/Building,LV (<1kV),1998,27,0.77,0.4,0.664,20.9,34.4,1.0,3,3,0.67,31,28.42,3387.0,0.00978,29.8,Critical,6.7,0.48
INS-00216,2025-08-08,Egypt,Power Distribution (MV),MV (1-35kV),2011,14,2.46,11.0,0.502,30.2,64.0,0.755,1,1,0.739,24,8.63,4611.0,0.00533,82.3,Low,14.8,1.87
INS-00217,2025-07-02,Egypt,Industrial,EHV (>150kV),2008,17,1.95,220.0,0.741,27.5,43.2,0.751,0,3,0.645,13,22.72,4118.0,0.00784,57.2,Medium,11.2,6.72
INS-00218,2023-07-10,Egypt,Construction/Building,MV (1-35kV),2006,19,1.72,11.0,0.922,30.0,34.5,0.853,3,4,0.629,7,27.61,3849.0,0.00808,34.8,High,7.8,1.91
INS-00219,2024-09-02,Egypt,Industrial,HV (35-150kV),2001,24,0.93,66.0,0.634,30.4,43.5,0.969,1,2,0.637,17,30.2,3324.0,0.00833,43.8,High,8.5,2.0
INS-00220,2025-01-22,Egypt,Renewable Energy,MV (1-35kV),1996,29,3.56,11.0,0.622,27.9,29.5,0.94,1,3,0.794,34,30.97,2901.0,0.01115,31.3,High,5.4,4.38
INS-00221,2025-11-11,Egypt,Telecommunications,MV (1-35kV),2002,23,2.26,11.0,0.533,30.1,55.5,0.736,1,0,0.654,14,17.31,4093.0,0.00317,69.1,Medium,14.5,1.75
INS-00222,2023-09-22,Egypt,Industrial,HV (35-150kV),2011,14,4.28,66.0,0.616,32.0,47.0,0.904,3,0,0.817,9,0.0,3685.0,0.00339,82.0,Low,15.0,6.42
INS-00223,2024-09-16,Egypt,Construction/Building,HV (35-150kV),1997,28,0.92,66.0,0.988,31.6,46.7,0.75,0,3,0.623,6,28.88,2699.0,0.00876,30.5,High,6.9,2.13
INS-00224,2023-07-12,Egypt,Telecommunications,LV (<1kV),1995,30,2.32,0.4,0.787,35.6,47.0,0.867,2,1,0.562,7,31.41,2362.0,0.00882,30.3,High,6.4,1.46
INS-00225,2024-09-02,Egypt,Power Distribution (MV),LV (<1kV),2006,19,7.21,0.4,0.792,22.9,39.8,0.797,1,1,0.804,24,8.46,3969.0,0.00512,71.4,Low,12.9,3.29
INS-00226,2024-07-22,Egypt,Construction/Building,MV (1-35kV),2004,21,4.39,11.0,0.698,34.6,37.8,0.819,1,1,0.512,22,17.22,2991.0,0.00719,55.3,Medium,12.4,3.86
INS-00227,2024-03-27,Egypt,Telecommunications,LV (<1kV),1999,26,0.94,0.4,0.653,38.5,43.3,0.832,1,2,0.485,17,23.76,2633.0,0.00735,39.2,High,8.2,0.55
INS-00228,2024-06-18,Egypt,Construction/Building,MV (1-35kV),2016,9,0.88,11.0,0.611,32.6,45.3,0.653,1,1,0.522,18,10.47,4185.0,0.00325,82.0,Low,15.0,0.66
INS-00229,2024-06-01,Egypt,Renewable Energy,LV (<1kV),2005,20,2.02,0.4,0.741,28.0,47.7,0.846,3,2,0.677,3,22.92,4154.0,0.00889,49.6,High,8.6,1.15
INS-00230,2023-01-13,Egypt,Power Distribution (MV),LV (<1kV),1997,28,6.17,0.4,0.656,35.9,42.2,0.816,1,5,0.862,2,33.06,3460.0,0.00926,25.9,Critical,4.7,4.16
INS-00231,2023-04-27,Egypt,Construction/Building,LV (<1kV),1992,33,2.92,0.4,0.589,32.3,52.1,0.78,0,3,0.614,2,27.07,2390.0,0.01006,27.1,Critical,6.1,1.86
INS-00232,2024-07-12,Egypt,Power Distribution (MV),EHV (>150kV),1994,31,2.46,220.0,0.732,38.3,46.4,0.95,1,3,0.539,18,39.37,4032.0,0.01026,25.9,Critical,4.7,11.41
INS-00233,2025-12-05,Egypt,Telecommunications,HV (35-150kV),2006,19,0.53,66.0,0.533,39.8,43.7,0.923,3,1,0.44,3,24.55,3544.0,0.00699,51.4,Medium,10.8,1.02
INS-00234,2025-08-20,Egypt,Construction/Building,MV (1-35kV),2008,17,0.3,11.0,0.664,38.1,58.4,0.669,0,3,0.684,33,16.15,3934.0,0.00906,60.3,Medium,13.6,0.25
INS-00235,2024-08-18,Egypt,Construction/Building,LV (<1kV),2004,21,4.81,0.4,0.755,41.3,51.8,0.964,2,0,0.836,23,17.21,3185.0,0.00538,63.4,Medium,14.3,2.01
INS-00236,2023-03-25,Egypt,Renewable Energy,HV (35-150kV),1993,32,3.04,66.0,0.789,33.8,45.6,0.889,2,2,0.707,7,35.68,3809.0,0.0108,29.1,Critical,5.0,7.6
INS-00237,2024-05-30,Egypt,Industrial,LV (<1kV),1999,26,4.16,0.4,0.743,34.1,51.8,0.866,5,2,0.375,34,26.22,2571.0,0.01068,21.4,Critical,4.2,2.86
INS-00238,2025-05-23,Egypt,Power Distribution (MV),LV (<1kV),1992,33,4.11,0.4,0.735,30.4,48.6,0.869,2,5,0.438,20,42.47,2849.0,0.01186,0.7,Critical,0.5,3.23
INS-00239,2023-02-08,Egypt,Construction/Building,HV (35-150kV),1987,38,4.05,66.0,0.623,28.8,53.6,0.951,4,2,0.507,10,30.41,2784.0,0.01003,12.5,Critical,2.8,11.02
INS-00240,2023-08-17,Egypt,Power Transmission (HV),MV (1-35kV),2011,14,8.37,11.0,0.628,27.0,60.8,0.853,0,1,0.638,21,9.92,3996.0,0.00454,79.2,Low,12.5,7.32
INS-00241,2025-03-02,Egypt,Power Distribution (MV),MV (1-35kV),2004,21,6.71,11.0,0.645,36.1,29.5,0.821,4,3,0.712,30,31.79,3653.0,0.00724,35.8,High,6.4,7.92
INS-00242,2025-07-24,Egypt,Power Distribution (MV),LV (<1kV),2014,11,5.11,0.4,0.72,33.8,28.8,0.88,3,0,0.856,2,0.0,4408.0,0.00414,88.4,Low,15.0,2.04
INS-00243,2024-05-10,Egypt,Telecommunications,MV (1-35kV),1997,28,1.04,11.0,0.763,25.1,54.4,0.938,2,2,0.58,6,19.91,2886.0,0.00815,36.9,High,7.7,1.16
INS-00244,2025-08-07,Egypt,Telecommunications,LV (<1kV),2003,22,4.92,0.4,0.661,28.5,51.3,0.78,0,1,0.641,33,16.66,3590.0,0.00554,63.5,Medium,13.3,2.19
INS-00245,2023-04-11,Egypt,Industrial,LV (<1kV),1992,33,4.68,0.4,0.85,24.5,59.2,0.839,4,3,0.683,10,40.32,3061.0,0.01054,10.0,Critical,2.0,3.49
INS-00246,2025-05-08,Egypt,Industrial,MV (1-35kV),2001,24,4.27,11.0,0.729,38.3,32.1,0.937,2,1,0.518,32,14.91,2654.0,0.00512,48.9,High,9.5,4.38
INS-00247,2024-07-13,Egypt,Construction/Building,LV (<1kV),2002,23,3.03,0.4,0.806,25.6,63.0,0.776,0,0,0.898,24,15.87,3475.0,0.00726,68.6,Medium,15.0,1.21
INS-00248,2025-07-05,Egypt,Industrial,MV (1-35kV),2003,22,4.3,11.0,0.483,27.4,62.9,0.88,2,5,0.744,23,32.06,3470.0,0.01133,29.6,Critical,5.8,5.2
INS-00249,2024-08-26,Egypt,Telecommunications,MV (1-35kV),2006,19,3.11,11.0,0.516,30.3,31.9,0.83,1,2,0.549,10,16.85,3132.0,0.007,56.0,Medium,11.8,2.83
INS-00250,2025-12-30,Egypt,Power Transmission (HV),LV (<1kV),1987,38,13.29,0.4,0.652,31.8,68.5,0.778,0,1,0.626,10,36.82,2708.0,0.00962,27.6,Critical,4.3,9.11
INS-00251,2024-01-08,Egypt,Construction/Building,MV (1-35kV),1994,31,2.32,11.0,0.543,31.2,34.1,0.751,0,2,0.505,3,26.63,3420.0,0.01102,38.2,High,8.6,2.48
INS-00252,2023-07-15,Egypt,Telecommunications,MV (1-35kV),2006,19,3.99,11.0,0.759,30.8,52.1,1.0,3,3,0.717,4,20.49,5073.0,0.00776,52.6,Medium,11.0,3.79
INS-00253,2024-11-09,Egypt,Power Distribution (MV),LV (<1kV),1987,38,6.85,0.4,0.742,30.9,24.0,0.79,1,3,0.815,22,38.72,2375.0,0.01268,12.4,Critical,2.2,5.08
INS-00254,2024-02-08,Egypt,Power Transmission (HV),MV (1-35kV),2002,23,44.06,11.0,0.863,33.1,37.4,0.826,3,3,0.367,14,25.75,2535.0,0.00953,25.3,Critical,4.0,57.28
INS-00255,2023-02-14,Egypt,Power Transmission (HV),MV (1-35kV),2007,18,19.2,11.0,0.676,19.9,44.0,0.79,1,3,0.505,31,21.58,4248.0,0.00735,53.0,Medium,8.3,20.83
INS-00256,2024-08-22,Egypt,Power Distribution (MV),LV (<1kV),2004,21,4.26,0.4,0.796,32.9,27.8,0.775,2,0,0.422,13,17.13,2817.0,0.00533,55.0,Medium,9.9,2.28
INS-00257,2023-12-21,Egypt,Telecommunications,HV (35-150kV),2010,15,0.14,66.0,0.632,24.3,45.3,0.707,0,2,0.334,25,22.13,4010.0,0.00559,61.9,Medium,13.0,0.24
INS-00258,2024-10-01,Egypt,Power Transmission (HV),HV (35-150kV),1995,30,5.44,66.0,0.528,25.4,55.5,0.926,2,5,0.763,33,37.37,2444.0,0.01004,12.7,Critical,2.0,15.23
INS-00259,2024-01-31,Egypt,Telecommunications,MV (1-35kV),2005,20,3.64,11.0,0.523,30.9,32.2,0.805,0,1,0.912,6,14.97,3378.0,0.00485,71.4,Low,15.0,2.73
INS-00260,2024-04-23,Egypt,Power Transmission (HV),MV (1-35kV),2011,14,12.36,11.0,0.793,22.5,51.0,0.82,2,2,0.558,18,20.4,3706.0,0.00602,58.0,Medium,9.1,12.92
INS-00261,2023-08-12,Egypt,Industrial,MV (1-35kV),2013,12,4.0,11.0,0.61,18.1,65.4,0.88,3,0,0.534,27,7.82,3534.0,0.00457,75.0,Low,14.6,3.08
